ImageId,EncodedPixels
TCGA-AO-A0J2-01A-01-BSA_2, 184877 10 185375 14 185875 15 186375 16 186875 17 187374 19 187874 20 188374 21 188874 22 189374 22 189874 23 190373 26 190873 27 191373 28 191872 30 192372 31 192871 32 193371 33 193871 33 194370 34 194870 35 195370 35 195870 35 196370 35 196869 35 197369 35 197869 35 198369 35 198869 35 199369 35 199869 36 200368 37 200868 37 201368 37 201868 37 202368 37 202868 37 203368 37 203869 36 204369 36 204869 36 205369 36 205870 35 206370 34 206871 32 207372 30 207873 26 208376 9
TCGA-AO-A0J2-01A-01-BSA_2, 213972 5 214467 12 214958 22 215456 25 215954 27 216452 30 216950 32 217448 34 217947 35 218446 36 218945 37 219445 37 219945 37 220445 37 220945 35 221445 34 221946 31 222446 29 222947 27 223447 26 223949 22 224451 18
TCGA-AO-A0J2-01A-01-BSA_2, 228680 8 229177 12 229676 14 230174 17 230674 17 231173 18 231672 19 232171 20 232670 21 233169 21 233668 22 234166 24 234665 25 235163 27 235661 29 236160 30 236658 32 237157 33 237656 33 238154 35 238653 36 239153 36 239652 37 240151 38 240651 38 241150 39 241650 39 242150 39 242650 39 243150 39 243650 39 244150 39 244650 38 245150 38 245650 38 246151 36 246651 35 247152 34 247653 32 248154 30 248656 27 249159 21 249666 8
TCGA-AO-A0J2-01A-01-BSA_2, 130134 10 130633 14 131132 19 131631 24 132130 26 132629 28 133129 29 133628 31 134128 32 134628 33 135127 35 135627 36 136127 36 136626 38 137126 38 137626 39 138126 39 138626 40 139126 40 139627 39 140127 39 140628 38 141129 37 141631 36 142133 34 142637 30 143139 27 143642 24 144147 18 144651 12
TCGA-AO-A0J2-01A-01-BSA_2, 62132 10 62630 13 63130 13 63630 13 64130 17 64630 6 64637 19 65130 6 65137 20 65630 6 65638 19 66130 6 66138 20 66630 6 66637 21 67130 28 67630 28 68130 28 68630 28 69131 26 69631 26 70132 25 70632 25 71133 24 71633 24 72134 22 72634 22 73134 22 73635 20 74135 20 74635 19 75136 17 75636 17 76136 16 76637 14 77138 13 77638 12 78139 10 78641 6
TCGA-AO-A0J2-01A-01-BSA_2, 24257 5 24754 10 25239 4 25253 11 25738 7 25750 15 26237 28 26737 29 27237 29 27737 29 28237 29 28737 29 29237 29 29737 29 30237 29 30737 29 31237 29 31737 29 32237 29 32737 29 33237 29 33737 29 34237 29 34737 29 35237 28 35738 27 36238 27 36738 27 37238 27 37738 27 38238 27 38738 27 39238 28 39739 27 40239 27 40739 27 41239 28 41740 27 42240 27 42740 27 43240 27 43741 26 44241 26 44742 25 45242 25 45742 25 46243 24 46744 22 47245 21 47746 19 48248 17
TCGA-AO-A0J2-01A-01-BSA_2, 944 33 1430 50 1924 57 2424 58 2924 58 3424 58 3924 58 4424 58 4925 57 5425 57 5925 57 6426 56 6926 56 7426 55 7927 54 8427 53 8927 52 9427 51 9928 50 10428 49 10928 48 11429 46 11930 43 12431 41 12932 38 13433 35 13935 31 14438 25 14940 20
TCGA-AO-A0J2-01A-01-BSA_2, 67228 5 67723 12 68221 15 68720 17 69218 19 69718 20 70217 21 70716 22 71215 23 71714 24 72214 24 72713 25 73213 25 73712 26 74211 27 74711 27 75211 27 75711 27 76211 26 76711 24 77211 22 77711 22 78210 22 78710 21 79210 21 79710 21 80210 21 80710 21 81210 21 81711 20 82211 19 82711 19 83211 19 83711 19 84211 19 84712 18 85212 17 85713 16 86214 15 86715 14 87216 12 87717 10 88219 7
TCGA-AO-A0J2-01A-01-BSA_2, 76572 10 77071 14 77569 18 78068 21 78567 23 79066 26 79565 29 80064 47 80564 48 81063 49 81563 49 82062 51 82562 51 83062 50 83562 50 84062 50 84562 50 85062 50 85563 49 86063 49 86564 48 87064 48 87565 46 88066 45 88566 45 89067 44 89567 43 90067 43 90567 42 91067 42 91567 41 92067 40 92567 40 93067 39 93567 38 94067 37 94567 36 95068 34 95567 35 96067 34 96568 32 97068 31 97568 30 98068 29 98569 26 99070 24 99570 23 100076 14
TCGA-AO-A0J2-01A-01-BSA_2, 178325 7 178823 12 179323 14 179822 18 180321 32 180821 33 181321 33 181821 34 182321 35 182820 36 183320 36 183820 36 184320 36 184820 36 185320 36 185820 36 186320 36 186820 36 187321 35 187821 35 188321 35 188821 35 189321 34 189822 33 190322 33 190822 32 191322 32 191823 30 192323 30 192823 29 193323 28 193823 27 194323 26 194823 24 195323 22 195823 20 196323 19 196823 17 197324 16 197824 14 198324 13 198824 12 199325 9
TCGA-AO-A0J2-01A-01-BSA_2, 81749 4 82247 8 82746 9 83245 10 83745 11 84244 12 84744 12 85244 12 85744 11 86245 9 86746 6 87248 2
TCGA-AO-A0J2-01A-01-BSA_2, 203184 21 203681 37 204180 40 204677 44 205175 47 205674 49 206173 51 206673 52 207172 54 207672 55 208171 57 208671 57 209171 57 209670 58 210170 58 210670 58 211170 58 211670 58 212169 59 212670 58 213170 58 213670 58 214171 56 214671 56 215174 52 215675 50 216176 49 216677 47 217178 45 217679 43 218181 40 218683 37 219187 31 219696 19
TCGA-AO-A0J2-01A-01-BSA_2, 172408 6 172906 11 173405 13 173905 14 174404 16 174904 17 175404 18 175904 20 176404 21 176904 22 177405 22 177906 21 178407 21 178907 21 179408 20 179909 19 180409 19 180910 18 181410 18 181911 17 182411 17 182912 16 183412 15 183913 14 184414 13 184916 10 185420 4
TCGA-AO-A0J2-01A-01-BSA_2, 147598 2 148095 8 148594 10 149094 11 149593 14 150093 14 150593 15 151093 15 151593 16 152093 16 152594 15 153094 15 153594 15 154095 13 154596 12 155097 10 155598 8 156101 3
TCGA-AO-A0J2-01A-01-BSA_2, 64310 7 64800 2 64807 13 65299 4 65304 18 65807 16 66307 18 66807 19 67291 2 67306 21 67791 5 67805 22 68290 6 68301 1 68304 24 68791 5 68800 29 69292 1 69299 30 69792 1 69799 30 70299 31 70799 31 71299 31 71798 32 72296 34 72795 35 73292 38 73792 37 74291 38 74791 38 75290 39 75790 39 76290 39 76789 40 77289 40 77789 40 78289 40 78789 40 79289 40 79789 40 80289 39 80789 39 81289 39 81789 38 82289 37 82790 33 83290 29 83791 21 84293 10
TCGA-AO-A0J2-01A-01-BSA_2, 88380 12 88878 15 89376 18 89874 20 90372 22 90870 25 91367 28 91865 30 92364 31 92863 32 93362 33 93862 33 94362 33 94862 33 95362 33 95862 33 96361 34 96861 34 97361 33 97861 32 98361 31 98862 29 99363 26 99866 19
TCGA-AO-A0J2-01A-01-BSA_2, 237756 6 238253 13 238751 17 239249 20 239747 23 240245 26 240743 29 241240 33 241737 36 242234 40 242730 45 243226 50 243718 58 244215 62 244714 64 245213 65 245713 66 246213 66 246713 67 247213 67 247713 67 248213 67 248713 67 249213 67 249713 61
TCGA-AO-A0J2-01A-01-BSA_2, 160965 4 161462 10 161960 13 162457 17 162954 21 163453 23 163951 26 164450 28 164949 30 165449 31 165939 1 165948 32 166438 4 166447 34 166938 6 166946 36 167438 45 167938 46 168437 48 168937 48 169437 49 169937 49 170437 49 170937 49 171437 49 171937 50 172437 50 172937 50 173437 50 173937 50 174437 50 174937 50 175437 50 175937 50 176437 50 176938 49 177438 49 177940 47 178440 47 178941 45 179442 44 179943 43 180444 41 180945 39 181447 35 181975 2
TCGA-AO-A0J2-01A-01-BSA_2, 203542 11 204039 16 204537 18 205035 20 205534 21 206034 20 206533 21 207033 20 207533 20 208032 20 208532 19 209032 18 209531 17 210032 14 210532 4 210537 7
TCGA-AO-A0J2-01A-01-BSA_2, 152834 3 153333 5 153832 7 154332 8 154831 9 155331 10 155830 12 156330 13 156830 14 157329 16 157829 17 158329 17 158828 19 159328 20 159828 21 160328 21 160827 23 161327 23 161827 24 162327 24 162826 26 163326 26 163826 27 164326 27 164826 28 165326 28 165826 29 166326 29 166827 28 167334 21 167837 18 168339 16 168843 12 169346 9 169847 8 170349 6
TCGA-AO-A0J2-01A-01-BSA_2, 223726 8 224224 11 224722 14 225220 16 225718 18 226217 20 226716 21 227215 22 227714 23 228214 23 228714 23 229214 23 229713 24 230213 24 230713 24 231213 24 231713 24 232213 23 232714 22 233214 22 233714 21 234214 21 234714 20 235214 19 235715 17 236215 17 236715 16 237216 14 237717 13 238216 13 238717 11 239219 8
TCGA-AO-A0J2-01A-01-BSA_2, 26182 1 26675 14 27170 19 27668 22 28167 23 28666 25 29165 26 29665 26 30164 28 30664 28 31164 28 31663 29 32163 29 32663 29 33163 29 33663 28 34163 26 34190 1 34663 28 35163 28 35663 28 36163 28 36663 28 37163 28 37663 28 38163 28 38663 27 39163 26 39663 26 40163 26 40663 26 41163 26 41663 25 42163 25 42663 25 43163 25 43664 24 44164 24 44664 24 45164 24 45665 23 46165 23 46665 23 47166 22 47666 22 48167 21 48667 22 49168 21 49668 21 50169 20 50670 19 51171 18 51671 18 52172 17 52673 16 53174 15 53674 15 54175 14 54675 14 55176 13 55677 11 56177 11 56678 10 57179 9 57679 8 58179 8 58680 6 59183 1
TCGA-AO-A0J2-01A-01-BSA_2, 43855 8 44354 12 44853 14 45352 15 45851 17 46351 17 46851 17 47351 17 47850 19 48350 19 48850 19 49350 19 49850 19 50351 18 50851 18 51351 18 51851 18 52352 17 52852 16 53352 16 53853 15 54353 14 54854 13 55354 13 55855 11 56355 11 56856 9 57356 9 57857 7 58358 5
TCGA-AO-A0J2-01A-01-BSA_2, 243927 4 244423 11 244921 13 245420 14 245919 15 246418 16 246916 18 247414 20 247912 22 248411 23 248910 23 249410 23 249912 20
TCGA-AO-A0J2-01A-01-BSA_2, 170564 5 171061 11 171559 14 172057 18 172556 21 173055 24 173555 27 174054 29 174554 30 175054 31 175554 32 176054 32 176554 32 177055 31 177555 31 178056 30 178556 30 179056 29 179556 29 180056 28 180556 27 181056 26 181557 24 182059 22 182560 20 183061 20 183563 17 184065 14 184567 12
TCGA-AO-A0J2-01A-01-BSA_2, 18695 6 19193 9 19693 11 20192 14 20692 16 20712 10 21192 32 21692 33 22192 34 22692 35 23193 35 23693 35 24193 35 24693 36 25194 35 25694 35 26195 34 26696 34 27197 33 27698 32 28200 30 28701 29 29202 28 29704 26 30206 25 30709 22 31214 17 31717 15 32218 14 32720 12 33220 12 33721 11 34223 9
TCGA-AO-A0J2-01A-01-BSA_2, 154297 8 154794 13 155292 16 155791 18 156290 19 156790 20 157289 22 157789 23 158289 23 158788 25 159288 25 159788 25 160288 25 160788 24 161287 25 161787 24 162287 23 162787 21 163287 20 163789 16 164291 12
TCGA-AO-A0J2-01A-01-BSA_2, 96503 8 97002 11 97502 14 98002 14 98502 15 99002 19 99502 20 100001 21 100501 21 101001 21 101501 21 102001 21 102501 21 103001 21 103501 21 104001 21 104501 21 105001 21 105501 21 106001 21 106501 21 107001 21 107501 21 108001 21 108501 20 109001 20 109501 20 110001 20 110501 19 111001 19 111501 18 112001 17 112501 17 113001 16 113501 15 114001 14 114501 12 115001 10 115501 8 116002 3
TCGA-AO-A0J2-01A-01-BSA_2, 223169 10 223666 15 224162 22 224658 31 225156 34 225656 34 226156 34 226656 33 227157 27 227659 22 228164 10
TCGA-AO-A0J2-01A-01-BSA_2, 3808 2 4302 10 4799 14 5297 17 5796 19 6295 20 6794 21 7293 22 7792 24 8292 24 8791 25 9290 26 9789 27 10289 28 10788 29 11287 30 11787 30 12286 32 12786 32 13285 33 13785 33 14284 34 14784 35 15283 36 15783 36 16283 36 16782 37 17282 37 17782 37 18282 37 18781 38 19281 38 19781 38 20281 38 20781 38 21281 37 21781 36 22282 34 22783 31 23286 3 23300 12
TCGA-AO-A0J2-01A-01-BSA_2, 69367 4 69867 5 70367 7 70867 8 71367 12 71867 14 72367 15 72868 16 73368 16 73868 16 74368 16 74869 16 75369 16 75870 15 76371 14 76872 13 77373 12 77874 11 78376 9 78877 8 79379 5
TCGA-AO-A0J2-01A-01-BSA_2, 135829 2 136328 5 136828 6 137328 6 137827 8 138327 8 138827 8 139327 8 139828 7 140328 8 140828 8 141328 8 141829 7 142329 7 142829 7 143330 6 143830 5 144331 4 144832 3
TCGA-AO-A0J2-01A-01-BSA_3, 6983 10 7482 12 7981 14 8479 17 8978 18 9478 18 9977 20 10477 20 10976 21 11476 21 11975 22 12475 21 12975 21 13475 21 13976 19 14477 18 14978 16 15479 13 15981 10
TCGA-AO-A0J2-01A-01-BSA_3, 235754 10 236250 18 236748 22 237247 24 237745 27 238244 29 238743 31 239243 32 239742 34 240241 35 240741 36 241240 37 241740 37 242240 37 242739 38 243239 38 243739 38 244239 38 244739 38 245240 37 245740 37 246240 36 246741 35 247243 32 247744 30 248246 27 248747 23 249251 14
TCGA-AO-A0J2-01A-01-BSA_3, 162440 2 162936 8 163434 11 163932 14 164432 14 164931 15 165431 15 165931 16 166431 16 166931 16 167431 16 167931 16 168431 16 168931 16 169432 14 169932 13 170433 11 170934 9 171435 6
TCGA-AO-A0J2-01A-01-BSA_3, 137195 4 137691 11 138188 16 138686 20 139184 24 139683 27 140181 32 140680 35 141179 37 141678 39 142178 39 142677 40 143177 41 143676 42 144176 42 144676 42 145176 42 145675 43 146175 43 146675 42 147175 42 147675 42 148176 41 148676 41 149176 40 149677 39 150177 38 150678 37 151179 35 151680 33 152181 32 152683 28 153185 25 153688 20 154194 9
TCGA-AO-A0J2-01A-01-BSA_3, 15141 6 15640 8 16140 9 16640 9 17139 11 17639 11 18139 12 18639 12 19139 12 19639 13 20139 13 20639 13 21139 13 21639 13 22139 13 22640 13 23140 13 23640 13 24140 13 24641 12 25141 12 25641 12 26142 10 26642 10 27143 8 27644 6
TCGA-AO-A0J2-01A-01-BSA_3, 136942 9 137438 15 137937 17 138435 19 138934 21 139433 22 139933 23 140433 23 140933 23 141432 25 141932 25 142432 25 142932 26 143433 25 143933 25 144433 26 144933 26 145433 27 145934 26 146434 26 146935 25 147435 25 147936 24 148437 23 148937 23 149438 22 149939 21 150440 20 150941 19 151442 18 151943 17 152444 16 152946 13
TCGA-AO-A0J2-01A-01-BSA_3, 229506 1 230002 10 230502 12 231001 15 231501 16 232001 18 232501 20 233001 21 233501 22 234001 23 234501 24 235001 25 235502 25 236002 26 236502 26 237002 27 237502 28 238002 29 238502 30 239002 30 239502 31 240002 31 240502 31 241002 31 241502 31 242002 31 242502 31 243002 31 243502 31 244003 29 244503 29 245004 27 245505 25 246006 23 246508 20 247009 17 247511 13 248013 9
TCGA-AO-A0J2-01A-01-BSA_3, 3580 10 4078 14 4577 16 5076 18 5576 19 6075 21 6575 21 7075 22 7575 22 8075 23 8575 23 9075 24 9575 24 10075 25 10576 24 11076 24 11576 25 12077 24 12577 24 13078 23 13579 22 14079 22 14581 20 15083 18 15585 16 16086 15 16587 14 17088 13 17589 11 18090 10 18590 9 19091 8 19592 6 20093 3
TCGA-AO-A0J2-01A-01-BSA_3, 98690 6 99186 12 99682 17 100181 19 100681 20 101180 21 101680 22 102180 22 102680 22 103180 23 103681 22 104181 22 104682 21 105184 19 105687 15 106188 14 106690 11 107191 9 107693 5
TCGA-AO-A0J2-01A-01-BSA_3, 135577 6 136075 9 136573 11 137072 12 137571 13 138069 15 138568 16 139067 16 139566 17 140065 17 140565 17 141064 17 141563 18 142062 18 142562 18 143061 18 143560 19 144060 18 144559 19 145059 19 145559 19 146059 18 146559 18 147059 18 147559 18 148060 17 148561 15 149062 14 149563 12 150064 10 150565 7 151066 4
TCGA-AO-A0J2-01A-01-BSA_3, 201398 8 201894 16 202392 19 202890 22 203388 25 203887 27 204386 28 204886 28 205385 30 205885 30 206384 31 206884 31 207384 30 207884 29 208384 29 208884 28 209385 27 209886 25 210387 23 210890 18
TCGA-AO-A0J2-01A-01-BSA_3, 51810 10 52308 14 52806 17 53305 19 53805 20 54304 22 54803 24 55303 24 55802 26 56301 27 56800 29 57300 29 57799 30 58298 31 58797 32 59296 33 59795 34 60294 35 60794 35 61293 36 61792 37 62292 37 62791 38 63291 38 63791 37 64291 37 64791 37 65291 37 65791 36 66291 36 66792 34 67292 34 67793 32 68294 31 68794 30 69295 28 69797 25 70298 22 70800 19 71302 15 71804 10
TCGA-AO-A0J2-01A-01-BSA_3, 19199 24 19697 32 20197 35 20697 37 21197 39 21696 41 22196 42 22696 43 23196 43 23697 43 24197 43 24697 44 25197 44 25697 44 26198 43 26698 43 27199 42 27699 41 28200 40 28701 38 29201 38 29702 37 30203 36 30705 30 31206 28 31707 27 32209 25 32711 22 33213 20 33715 17 34219 11
TCGA-AO-A0J2-01A-01-BSA_3, 127628 20 128125 25 128623 28 129121 31 129621 32 130120 33 130619 35 131119 36 131619 37 132118 39 132618 40 133118 40 133618 41 134117 42 134617 42 135117 42 135617 42 136117 42 136617 41 137117 41 137617 41 138117 41 138617 40 139117 40 139617 39 140117 39 140617 38 141117 38 141617 37 142118 36 142618 35 143118 35 143619 33 144119 33 144620 31 145120 31 145621 29 146121 28 146621 27 147122 25 147622 24 148123 22 148623 21 149124 19 149625 17 150126 14 150628 9
TCGA-AO-A0J2-01A-01-BSA_3, 49406 8 49904 12 50403 14 50902 15 51401 17 51900 18 52400 19 52899 20 53399 20 53899 20 54399 21 54899 21 55398 22 55898 22 56398 22 56898 22 57399 21 57899 21 58399 21 58900 20 59400 20 59900 20 60400 20 60900 19 61400 19 61901 18 62401 17 62902 16 63403 14 63904 12 64405 10 64906 7
TCGA-AO-A0J2-01A-01-BSA_3, 39710 6 40209 9 40708 11 41208 12 41708 13 42208 14 42708 14 43208 14 43708 14 44208 15 44708 15 45208 15 45708 15 46208 15 46709 14 47209 13 47709 13 48210 12 48711 10 49212 8 49714 5
TCGA-AO-A0J2-01A-01-BSA_3, 191371 6 191870 8 192370 9 192870 10 193369 11 193869 12 194369 12 194869 12 195369 12 195869 13 196369 13 196869 13 197369 13 197869 13 198369 13 198869 13 199369 13 199869 12 200369 12 200869 12 201370 11 201870 10 202371 9 202873 6 203375 2
TCGA-AO-A0J2-01A-01-BSA_3, 164187 10 164685 15 165184 18 165684 20 166183 23 166682 25 167181 27 167679 30 168178 31 168677 33 169176 34 169675 35 170174 36 170674 36 171173 37 171673 36 172172 37 172672 37 173172 37 173672 36 174172 36 174672 35 175171 36 175671 35 176171 34 176671 34 177171 33 177671 33 178171 32 178671 31 179171 31 179672 29 180172 29 180673 27 181173 27 181674 26 182174 25 182675 24 183175 24 183676 23 184176 23 184677 22 185178 20 185678 20 186179 19 186680 18 187181 16 187682 15 188184 12 188687 7
TCGA-AO-A0J2-01A-01-BSA_3, 153145 10 153643 13 154140 17 154638 20 155136 23 155634 26 156132 29 156631 30 157130 32 157629 34 158128 35 158627 36 159126 37 159625 38 160125 39 160625 39 161124 40 161624 40 162124 40 162624 40 163125 38 163625 38 164125 38 164625 38 165125 38 165626 36 166126 36 166626 36 167127 34 167627 34 168128 32 168628 32 169129 30 169629 29 170129 28 170630 26 171130 25 171631 23 172131 22 172632 20 173132 19 173633 17 174135 13 174637 7
TCGA-AO-A0J2-01A-01-BSA_3, 161834 1 162323 17 162819 23 163318 25 163816 28 164315 30 164815 31 165314 33 165813 35 166313 36 166812 38 167312 39 167812 41 168312 42 168812 44 169313 43 169814 42 170316 40 170818 38 171320 36 171822 34 172324 31 172826 24 173331 8
TCGA-AO-A0J2-01A-01-BSA_3, 122177 12 122675 15 123174 17 123674 18 124173 19 124673 19 125173 20 125673 20 126173 20 126674 19 127174 19 127674 19 128175 17 128675 17 129176 16 129676 16 130176 15 130677 13 131177 12 131678 8 132180 3
TCGA-AO-A0J2-01A-01-BSA_3, 23177 5 23673 13 24172 15 24671 17 25171 18 25670 20 26170 21 26670 22 27169 24 27669 25 28168 26 28668 27 29167 28 29666 30 30166 30 30666 30 31165 31 31665 31 32164 32 32664 32 33164 32 33664 32 34164 31 34664 31 35164 30 35664 30 36164 29 36665 28 37165 27 37666 24 38166 22 38667 18 39168 14 39670 9
TCGA-AO-A0J2-01A-01-BSA_3, 54846 10 55345 13 55845 14 56344 16 56844 18 57343 21 57843 22 58343 23 58842 25 59342 25 59842 25 60342 25 60841 26 61341 25 61841 22 62341 21 62841 21 63341 20 63840 21 64340 20 64840 20 65340 19 65840 19 66340 18 66840 17 67340 17 67840 16 68340 15 68840 15 69340 14 69840 13 70340 12 70841 9 71341 8 71842 5
TCGA-AO-A0J2-01A-01-BSA_3, 246 31 744 36 1244 37 1744 37 2245 37 2746 36 3246 36 3747 35 4247 35 4748 34 5249 33 5750 32 6251 31 6752 29 7253 28 7754 26 8256 23 8758 21 9260 17 9765 9
TCGA-AO-A0J2-01A-01-BSA_3, 145523 8 146022 14 146521 17 147021 19 147521 21 148021 21 148520 23 149020 23 149520 23 150020 24 150520 24 151020 24 151520 24 152020 24 152520 24 153020 24 153521 23 154021 23 154522 22 155023 21 155524 19 156026 17 156528 14 157029 12 157531 9 158035 4
TCGA-AO-A0J2-01A-01-BSA_3, 52234 2 52725 16 53223 20 53722 22 54222 23 54722 24 55222 25 55722 25 56222 26 56722 26 57222 26 57722 27 58223 26 58723 26 59224 25 59724 25 60225 24 60726 23 61227 22 61728 21 62229 20 62731 17 63232 16 63734 13 64235 12 64737 9 65240 4
TCGA-AO-A0J2-01A-01-BSA_3, 190542 7 191040 12 191540 14 192039 17 192539 18 193038 20 193538 21 194038 21 194537 23 195037 23 195536 24 196036 25 196536 25 197036 25 197535 26 198035 26 198534 28 199034 28 199534 28 200033 29 200533 30 201033 30 201533 30 202033 30 202532 31 203032 31 203532 31 204032 31 204532 31 205033 30 205533 30 206033 29 206533 28 207033 28 207534 25 208034 24 208535 21 209035 20 209536 18 210037 16 210538 13 211039 11 211541 8
TCGA-AO-A0J2-01A-01-BSA_3, 220583 6 221082 8 221582 9 222081 10 222581 11 223081 11 223581 12 224080 13 224580 14 225080 14 225580 15 226080 16 226580 16 227080 17 227580 17 228081 17 228581 17 229081 17 229581 18 230081 18 230581 19 231081 19 231581 19 232082 18 232582 19 233082 19 233582 19 234083 18 234583 19 235083 19 235584 18 236084 18 236585 17 237085 18 237586 17 238086 17 238587 16 239087 17 239588 16 240089 15 240589 15 241090 14 241591 13 242092 12 242592 12 243093 11 243593 11 244094 10 244594 10 245095 9 245595 9 246096 8 246596 8 247097 7
TCGA-AO-A0J2-01A-01-BSA_3, 8375 9 8872 15 9372 17 9872 18 10371 20 10871 22 11371 23 11871 24 12371 26 12871 28 13371 30 13871 32 14371 33 14871 34 15374 31 15874 31 16374 32 16874 32 17374 32 17874 32 18374 32 18874 32 19374 32 19874 32 20375 31 20875 30 21376 29 21877 28 22378 26 22881 22 23386 15 23890 8
TCGA-AO-A0J2-01A-01-BSA_3, 194751 6 195248 11 195747 13 196246 15 196746 15 197245 16 197744 17 198243 18 198732 6 198739 22 199229 32 199728 33 200227 34 200726 35 201226 35 201726 34 202225 35 202725 34 203225 33 203725 32 204225 30 204725 28 205226 25 205726 22 206226 19 206727 16 207228 13
TCGA-AO-A0J2-01A-01-BSA_3, 62943 1 63438 10 63936 14 64434 17 64933 18 65433 19 65932 20 66432 21 66932 21 67432 21 67932 21 68432 21 68933 20 69433 20 69933 20 70434 18 70934 18 71435 16 71936 14 72438 11 72941 4
TCGA-AO-A0J2-01A-01-BSA_3, 172809 7 173305 14 173804 17 174303 19 174802 21 175301 23 175801 23 176300 25 176800 25 177300 25 177800 25 178300 25 178800 25 179300 25 179800 25 180301 24 180801 24 181302 22 181804 20 182306 17 182808 14 183309 12 183811 7
TCGA-AO-A0J2-01A-01-BSA_3, 130846 9 131344 12 131843 15 132342 19 132841 23 133340 28 133839 31 134338 33 134837 34 135336 35 135835 36 136335 36 136834 36 137334 36 137833 37 138333 37 138833 36 139333 36 139834 34 140334 33 140834 33 141335 31 141836 29 142336 29 142837 27 143337 27 143838 26 144338 25 144839 24 145339 24 145840 22 146341 21 146842 19 147343 17 147845 14 148348 9
TCGA-AO-A0J2-01A-01-BSA_3, 160042 7 160540 11 161039 13 161539 14 162038 15 162537 17 163037 17 163536 18 164036 18 164536 18 165036 18 165536 18 166036 18 166536 18 167036 18 167536 19 168036 18 168536 18 169037 17 169537 17 170037 17 170538 16 171039 14 171541 12
TCGA-AO-A0J2-01A-01-BSA_3, 36751 4 37246 13 37743 19 38242 21 38740 23 39239 24 39739 24 40238 25 40738 25 41238 25 41738 24 42238 24 42738 23 43238 23 43738 22 44238 21 44739 20 45241 17 45743 15 46245 12 46747 9 47251 3
TCGA-AO-A0J2-01A-01-BSA_3, 193618 9 194117 11 194616 12 195115 14 195615 15 196115 15 196615 15 197114 16 197614 16 198114 16 198614 16 199114 16 199615 15 200115 14 200616 12 201118 9 201621 4
TCGA-AO-A0J2-01A-01-BSA_3, 76278 12 76775 18 77273 21 77772 24 78271 26 78771 27 79270 30 79770 31 80270 31 80770 32 81269 34 81769 35 82269 35 82769 35 83268 36 83768 37 84268 37 84767 38 85267 38 85767 38 86267 38 86767 38 87267 38 87767 38 88268 36 88768 36 89269 35 89769 34 90271 31 90773 28 91278 23 91781 18 92283 15 92786 10 93290 3
TCGA-AO-A0J2-01A-01-BSA_3, 62223 4 62721 8 63220 11 63709 5 63715 17 64207 26 64706 28 65206 29 65705 30 66205 30 66705 30 67205 30 67705 30 68205 30 68706 29 69206 29 69706 29 70206 29 70706 28 71207 27 71707 26 72207 26 72707 25 73208 23 73708 22 74208 22 74709 20 75209 19 75710 17 76210 16 76711 14 77212 12 77713 10 78214 8
TCGA-AO-A0J2-01A-01-BSA_3, 28346 6 28844 10 29344 12 29843 14 30343 16 30843 17 31342 19 31842 20 32342 21 32842 22 33342 23 33842 24 34342 31 34841 35 35341 36 35841 36 36341 37 36842 36 37342 36 37842 36 38342 36 38842 35 39343 34 39843 34 40344 32 40845 30 41346 29 41846 28 42347 26 42848 24 43350 21 43851 19 44352 16 44853 14 45355 8
TCGA-AO-A0J2-01A-01-BSA_3, 230825 3 231321 9 231819 11 232317 14 232816 15 233314 18 233813 19 234312 20 234811 21 235310 22 235809 23 236308 24 236807 25 237306 26 237805 26 238304 27 238803 27 239303 27 239802 27 240301 28 240801 27 241300 27 241800 27 242299 27 242798 27 243298 27 243797 27 244297 27 244797 26 245297 25 245796 26 246296 25 246795 26 247295 26 247795 25 248295 25 248794 26 249295 24
TCGA-AO-A0J2-01A-01-BSA_3, 133382 6 133880 11 134379 14 134879 15 135379 17 135878 19 136378 21 136878 22 137379 22 137879 23 138379 23 138880 22 139381 21 139883 19 140384 18 140887 14 141391 7
TCGA-AO-A0J2-01A-01-BSA_3, 194107 3 194605 7 195104 8 195603 9 196102 10 196602 11 197101 12 197601 12 198101 12 198600 14 199100 14 199600 14 200100 14 200600 14 201100 14 201600 13 202100 13 202600 12 203101 11 203601 9 204102 7 204603 4
TCGA-AO-A0J2-01A-01-BSA_3, 111823 14 112319 22 112817 26 113316 28 113815 30 114314 32 114813 33 115313 33 115813 33 116313 33 116812 34 117313 32 117813 31 118313 30 118814 28 119315 26 119817 23 120320 18 120825 10
TCGA-AO-A0J2-01A-01-BSA_3, 88982 5 89479 9 89977 12 90476 13 90975 14 91475 14 91974 15 92475 14 92975 13 93476 11 93979 5
TCGA-AO-A0J2-01A-01-BSA_3, 134674 3 135172 6 135671 7 136169 9 136669 9 137168 10 137667 11 138166 12 138665 13 139164 14 139663 14 140162 15 140661 16 141160 16 141659 17 142159 16 142658 17 143158 16 143657 17 144157 16 144657 15 145157 14 145656 14 146156 12 146656 11 147155 11 147655 10 148155 9 148656 6 149156 5 149656 4
TCGA-AO-A0J2-01A-01-BSA_3, 693 46 1191 51 1690 53 2190 54 2690 55 3190 55 3690 55 4190 55 4691 55 5191 55 5692 54 6193 53 6695 51 7197 49 7698 48 8199 47 8702 43 9203 42 9704 41 10205 40 10705 40 11206 39 11706 39 12207 38 12707 38 13208 36 13709 34 14210 32 14712 29 15217 22
